,comments,label,x,y
0,"I have been looking at your site (and the others in the same industry) as part of research into whether websites like yours are actively looking at their Google rankings. I'm sure you are as it's what brings in traffic to your site.

If you're not, then there is a tool called https://www.track-r.net that lets you check your Google rankings for 7 days for free. Once you can read the data you can see if you're ahead of your competitors or not. And they give you advice on how to increase your rank, so you gain more customers. It's pretty cool.

Anyway, I'd love to get some feedback on how you are building your website's traffic so I can compile my research. It would be completely annoymous data, that would be used to see who uses PPC like Adwords or organic marketing or paid banners, for example.",6,-5.944129,-14.102201999999998
1,Your Radar map when enlarged is again cutting out Castle Hill and other suburbs north that we could view but now can't. This has happened before as well.,3,10.113928,32.935359999999996
2,"Live in Morgan area. Morgan weather showed we had 12 ml rain! Who got the rain because we certainly didnt!
Three days of filthy duststorms we would love some rain....any rain predicted soon?",11,-5.7916126,46.677963
3,"6 effective ways to quickly earn easy money you can download this hyperlink in PDF format: http://ready.googlenoomon.info/?p=24645 
I work for each and every of these methods and earn more than $ 35,000 per month.",6,26.327309999999997,-2.5486996
4,Could you please add the UV index to m.bom.gov.au it would be very helpful. Thanks.,6,-39.58015,29.181620000000002
5,"Over the past few months the rainfall figures have been missing from the Safey Beach/Dromana weather information website.
Can you advise when these figures will be added again.
Thank you.",6,-16.030582,1.581603
6,Why is there no uv rating on daily forcasting on m.bom.gov.au given how important uv is to the australian population ? I would imagine m.bom web site has a significant useage rate given mobile platforms. Please add uv ratings thanks,6,-38.964890000000004,30.02645
7,Please include date on the display of the forcast next to the day of the week.Thank you.,7,-30.733168,27.177675
8,I have been getting the weather forecast between Redridge queensland and Bundaberg queensland up till now and as of this morning 3rdmarch 2018 instead of getting the weather between redridge and Bundaberg I am now getting the weather forecast between redridge and Maryborough queensland which is approximately 56 kilometres the other way and I am unable to change it back.  Please explain how to do this and how?,6,-20.626089999999998,8.109164
9,Works well but needs a quick link to synoptic charts,6,17.962486,24.74654
10,Is there a realtime radar...seems to be old veiw    how is that useful ?,3,13.858374,34.401676
11,"Hi, I found this page (http://media.bom.gov.au/social/blog/1324/feeling-hot-and-bothered-its-not-the-humidity-its-the-dew-point/) very interesting and useful. Would it be possible to incorporate the current dew point into the mobile site?Thanks!",6,-8.846401,18.554316
12,Hourly predictions is much better than the vague all-of-Melbourne on the main BOM site. But can't we have at least 3 days of hourly predictions? I gather you have enough accuracy these days. (I'm on a PC),7,-24.734228,32.106629999999996
13,"How about Wave Height for Valla Beach- next 24hours. ??
Thanks
Chris",6,-13.83395,-12.087484
14,Well laid out. Very helpful. Thank you.,6,-13.434226999999998,-15.683592
15,Great app guys. Well done,1,-4.607575,-27.942032
